Date,Open,High,Low,Close,Adj Close,Volume
2018-11-09,1084.02002,1088.349976,1064.26001,1077.02002,1077.02002,1743000
2018-11-08,1107.300049,1108.219971,1084.359985,1094.630005,1094.630005,1684700
2018-11-07,1083.48999,1109.930054,1080.589966,1108.23999,1108.23999,2169400
2018-11-06,1055.02002,1079.819946,1053.609985,1069.569946,1069.569946,1433000
2018-11-05,1072.530029,1073.349976,1034.0,1055.72998,1055.72998,2267900
2018-11-02,1089.0,1098.0,1067.660034,1071.48999,1071.48999,2171900
2018-11-01,1091.400024,1099.900024,1077.819946,1085.97998,1085.97998,2006600
2018-10-31,1068.199951,1108.0,1068.199951,1090.579956,1090.579956,3545800
2018-10-30,1020.01001,1050.900024,1013.9699710000001,1049.51001,1049.51001,2988400
2018-10-29,1096.540039,1108.829956,1007.2000119999999,1034.72998,1034.72998,4064500
2018-10-26,1048.329956,1117.0,1042.22998,1083.75,1083.75,5321900
2018-10-25,1080.300049,1117.819946,1075.550049,1103.589966,1103.589966,3647800
2018-10-24,1115.0,1116.619995,1055.060059,1057.119995,1057.119995,2464300
2018-10-23,1091.290039,1118.0,1079.01001,1114.910034,1114.910034,1884300
2018-10-22,1112.51001,1121.689941,1100.0,1111.369995,1111.369995,1355800
2018-10-19,1103.709961,1120.949951,1097.030029,1105.180054,1105.180054,2064300
2018-10-18,1130.0,1132.349976,1086.339966,1097.910034,1097.910034,2307600
2018-10-17,1140.0,1147.0,1114.0,1127.589966,1127.589966,1782600
2018-10-16,1113.47998,1136.369995,1111.75,1133.079956,1133.079956,1918900
2018-10-15,1118.0,1121.800049,1098.219971,1102.439941,1102.439941,1503700
2018-10-12,1119.640015,1125.829956,1095.030029,1120.540039,1120.540039,2468500
2018-10-11,1079.040039,1116.060059,1075.890015,1090.73999,1090.73999,3384800
2018-10-10,1136.400024,1137.02002,1091.51001,1092.160034,1092.160034,2949000
2018-10-09,1151.310059,1161.550049,1144.170044,1145.170044,1145.170044,1684500
2018-10-08,1160.0,1175.859985,1135.400024,1155.920044,1155.920044,2309500
2018-10-05,1176.0,1182.0,1154.319946,1167.829956,1167.829956,1592600
2018-10-04,1205.030029,1205.900024,1163.849976,1177.069946,1177.069946,2328800
2018-10-03,1212.0,1214.180054,1202.150024,1211.530029,1211.530029,1312300
2018-10-02,1206.670044,1224.52002,1199.660034,1207.640015,1207.640015,2009000
2018-10-01,1213.0,1224.199951,1203.189941,1208.530029,1208.530029,1658200
2018-09-28,1204.089966,1208.449951,1197.829956,1207.079956,1207.079956,1780600
2018-09-27,1200.0,1216.859985,1198.050049,1207.359985,1207.359985,1813700
2018-09-26,1193.689941,1207.23999,1185.400024,1194.060059,1194.060059,1882500
2018-09-25,1184.25,1196.859985,1174.089966,1193.890015,1193.890015,1657600
2018-09-24,1159.410034,1185.189941,1151.5,1179.560059,1179.560059,1557500
2018-09-21,1194.920044,1196.579956,1172.060059,1172.119995,1172.119995,4561100
2018-09-20,1180.670044,1194.0,1176.25,1191.569946,1191.569946,1462200
2018-09-19,1168.959961,1176.27002,1158.619995,1174.27002,1174.27002,1298100
2018-09-18,1162.660034,1181.329956,1161.430054,1167.109985,1167.109985,1615700
2018-09-17,1177.77002,1181.819946,1158.459961,1159.829956,1159.829956,1704800
2018-09-14,1188.0,1188.0,1173.52002,1177.97998,1177.97998,1208800
2018-09-13,1179.699951,1187.859985,1169.219971,1182.140015,1182.140015,2003400
2018-09-12,1182.0,1190.689941,1166.160034,1171.599976,1171.599976,1785800
2018-09-11,1171.099976,1190.939941,1165.949951,1189.98999,1189.98999,1462700
2018-09-10,1184.199951,1186.660034,1170.609985,1175.060059,1175.060059,1383500
2018-09-07,1172.0,1188.550049,1169.27002,1177.589966,1177.589966,1632900
2018-09-06,1198.569946,1198.98999,1163.609985,1183.98999,1183.98999,2342700
2018-09-05,1209.219971,1214.869995,1175.339966,1199.099976,1199.099976,2699400
2018-09-04,1222.52002,1227.869995,1206.560059,1211.310059,1211.310059,2072900
2018-08-31,1252.209961,1252.550049,1225.75,1231.800049,1231.800049,2115400
2018-08-30,1263.400024,1269.48999,1247.209961,1254.439941,1254.439941,1505200
2018-08-29,1255.0,1267.170044,1252.800049,1264.650024,1264.650024,1846300
2018-08-28,1255.900024,1256.560059,1242.969971,1245.859985,1245.859985,1366500
2018-08-27,1244.140015,1257.869995,1240.680054,1256.27002,1256.27002,1429000
2018-08-24,1226.0,1237.400024,1221.420044,1236.75,1236.75,1222700
2018-08-23,1219.880005,1235.170044,1219.349976,1221.160034,1221.160034,1233300
2018-08-22,1214.219971,1226.530029,1213.219971,1221.75,1221.75,1114800
2018-08-21,1223.02002,1232.76001,1215.030029,1217.410034,1217.410034,1154100
2018-08-20,1220.660034,1225.910034,1208.699951,1221.949951,1221.949951,1110900
2018-08-17,1222.040039,1226.949951,1204.0,1215.849976,1215.849976,1654600
2018-08-16,1241.98999,1243.699951,1219.630005,1224.060059,1224.060059,1608800
2018-08-15,1244.280029,1251.97998,1226.23999,1232.219971,1232.219971,1852600
2018-08-14,1252.5,1260.589966,1239.540039,1258.140015,1258.140015,1404000
2018-08-13,1251.199951,1265.969971,1247.030029,1248.640015,1248.640015,1375000
2018-08-10,1259.180054,1261.199951,1247.160034,1252.51001,1252.51001,1330100
2018-08-09,1262.72998,1271.959961,1260.099976,1264.459961,1264.459961,1365700
2018-08-08,1256.719971,1271.719971,1252.119995,1261.329956,1261.329956,1717200
2018-08-07,1252.01001,1266.079956,1251.800049,1255.839966,1255.839966,2125300
2018-08-06,1241.609985,1242.459961,1230.530029,1237.670044,1237.670044,1105700
2018-08-03,1245.180054,1246.52002,1229.420044,1238.160034,1238.160034,1063200
2018-08-02,1218.5,1244.410034,1218.060059,1241.130005,1241.130005,1735200
2018-08-01,1239.109985,1245.900024,1224.939941,1232.98999,1232.98999,1849700
2018-07-31,1231.709961,1241.209961,1216.189941,1227.219971,1227.219971,1969100
2018-07-30,1245.050049,1252.890015,1224.170044,1230.040039,1230.040039,2194800
2018-07-27,1289.119995,1291.439941,1244.48999,1252.890015,1252.890015,2418100
2018-07-26,1267.180054,1287.400024,1263.0,1285.5,1285.5,2734300
2018-07-25,1252.619995,1278.23999,1249.050049,1275.939941,1275.939941,2555200
2018-07-24,1271.0,1275.0,1244.140015,1258.150024,1258.150024,5380000
2018-07-23,1195.660034,1215.099976,1192.01001,1211.0,1211.0,3272300
2018-07-20,1199.23999,1210.77002,1196.589966,1197.880005,1197.880005,1896900
2018-07-19,1206.650024,1216.47998,1197.72998,1199.099976,1199.099976,1916900
2018-07-18,1208.530029,1221.589966,1204.560059,1212.910034,1212.910034,1947400
2018-07-17,1182.73999,1218.76001,1182.0,1213.079956,1213.079956,2008100
2018-07-16,1203.810059,1208.709961,1193.400024,1196.51001,1196.51001,1339200
2018-07-13,1202.800049,1210.439941,1195.290039,1204.420044,1204.420044,1630600
2018-07-12,1174.859985,1201.98999,1173.099976,1201.26001,1201.26001,2207400
2018-07-11,1155.619995,1180.439941,1155.369995,1171.459961,1171.459961,1662600
2018-07-10,1169.98999,1173.5,1162.560059,1167.140015,1167.140015,1066700
2018-07-09,1160.0,1167.930054,1157.22998,1167.280029,1167.280029,1079200
2018-07-06,1141.77002,1156.199951,1137.23999,1155.079956,1155.079956,1091000
2018-07-05,1124.599976,1144.140015,1123.119995,1141.290039,1141.290039,1429700
2018-07-03,1149.420044,1149.910034,1114.430054,1116.280029,1116.280029,822400
2018-07-02,1115.349976,1142.98999,1106.599976,1142.109985,1142.109985,1160800
2018-06-29,1132.310059,1141.359985,1127.02002,1129.189941,1129.189941,1578100
2018-06-28,1112.390015,1134.0,1106.069946,1126.780029,1126.780029,1486300
2018-06-27,1136.0,1146.209961,1116.699951,1116.939941,1116.939941,1726900
2018-06-26,1144.140015,1146.869995,1129.0,1132.619995,1132.619995,1734400
2018-06-25,1155.0,1155.98999,1119.900024,1139.280029,1139.280029,2884100
2018-06-22,1171.48999,1175.0,1159.650024,1169.290039,1169.290039,1711000
2018-06-21,1185.51001,1190.329956,1163.47998,1169.439941,1169.439941,2248300
2018-06-20,1183.300049,1201.48999,1182.030029,1184.069946,1184.069946,2584300
2018-06-19,1170.109985,1182.810059,1161.609985,1178.689941,1178.689941,2364100
2018-06-18,1152.689941,1184.130005,1151.0,1183.579956,1183.579956,1651900
2018-06-15,1159.920044,1163.910034,1153.689941,1159.27002,1159.27002,2221900
2018-06-14,1152.209961,1165.98999,1150.599976,1160.109985,1160.109985,1771100
2018-06-13,1152.280029,1155.640015,1143.380005,1144.22998,1144.22998,1715100
2018-06-12,1141.02002,1148.75,1141.02002,1148.189941,1148.189941,1304600
2018-06-11,1132.939941,1147.73999,1131.400024,1140.900024,1140.900024,1239800
2018-06-08,1131.209961,1138.780029,1123.22998,1132.709961,1132.709961,1364200
2018-06-07,1144.579956,1145.869995,1126.119995,1134.420044,1134.420044,1805400
2018-06-06,1152.77002,1154.709961,1136.319946,1146.949951,1146.949951,1746700
2018-06-05,1154.660034,1161.099976,1147.459961,1151.02002,1151.02002,1648200
2018-06-04,1138.5,1157.859985,1137.0,1153.040039,1153.040039,2233600
2018-06-01,1112.869995,1138.160034,1112.01001,1135.0,1135.0,3150700
2018-05-31,1082.0,1110.0,1078.0,1100.0,1100.0,3968400
2018-05-30,1073.47998,1078.98999,1066.550049,1077.469971,1077.469971,1434300
