;Max_Increase;Max_Decrease;Positive_number;Negative_number;Change_price;Isincreased
36;1.02969084051983;0.9803262148982682;4;13;-0.03497652582159619;1
37;1.0281199274324455;0.9763200611095199;8;14;-0.040088567765994614;0
38;1.0464950945542444;0.9769420351675434;12;14;-0.05979311128793909;0
39;1.081100025701535;0.982499591111942;13;17;-0.08203463203463199;0
40;1.0911510312707917;0.9647371922821024;14;16;-0.10874629394324432;0
41;1.067756274976427;0.9470836513852096;16;20;-0.10211640211640212;1
42;1.0646003907193187;0.9339947757754022;11;19;-0.11709384042992979;0
43;1.0447361658386156;0.9499743018673976;6;19;-0.08147841391448384;0
44;1.0276367619488973;0.9725528194973985;27;18;0.002812635222847277;0
45;1.0215951626835589;0.9668350653090071;25;13;;0
46;1.0264313704862846;0.9609972911132735;24;9;0.03137552925849525;0
47;1.0345942793521195;0.9659889192269967;29;10;0.052391304347826136;0
48;1.0200135549974085;0.9878204361519753;2;1;-0.007154758404390904;0
49;1.0271584274812202;0.9901966644748641;3;2;-0.02974628171478567;1
50;1.0233368302290138;0.9836503632152966;4;2;-0.023024390243902435;1
51;1.0189802313893215;0.9807438358594319;3;3;-0.019318957947116692;1
52;1.0231951688169092;0.9756480138033803;5;3;-0.04071442289226037;0
53;1.0150551438408122;0.9850032094298885;6;8;-0.009658536585365803;1
54;1.0116508995037221;0.984995347394541;8;11;0.0021373749149907594;0
55;1.0119451608524503;0.9852818553782312;9;12;-0.00727802037845706;0
56;1.0104951300273026;0.9754468175745017;12;10;0.021487275967917635;0
57;1.0094127325961235;0.9751494180559923;9;10;;0
58;1.0152842679127727;0.9766355140186915;8;6;0.024206349206349183;0
59;1.012881422344125;0.9636087574080423;5;2;0.0314440216302824;1
60;1.0102210601378654;0.9828856667458996;5;3;0.01132589627863408;1
61;1.0105921019021507;0.9858147574204315;8;3;0.011120615911035072;1
62;1.0129553135561395;0.9832553852456217;8;3;0.013202174475796014;1
63;1.0152774926435366;0.9855094778621776;8;3;0.011626905520626991;1
64;1.017680145419625;0.9878416846726344;6;2;0.0012821608684502948;1
65;1.0181166257784489;0.9882653673935048;5;1;0.004981533968908357;1
66;1.0079607452904642;0.9883162337439522;2;1;-8.558712769599452e-05;1
67;1.0077532676935743;0.9829668256200899;1;1;0.006328565236237538;1
68;1.0084971247103254;0.9717620805081109;1;1;0.01557305336832896;1
69;1.0075674748644072;0.9708662936523249;1;1;;1
70;1.0123201516326354;0.9679503747738434;3;0;0.03843763870395029;0
71;1.0173988690735103;0.9491083079599826;3;2;0.06813407617133985;0
72;1.01648741703049;0.9872040606254214;5;0;0.0049172999552972736;0
73;1.017570976797072;0.9853249475890985;2;0;0.00167681581502082;0
74;1.0188380532232815;0.956400313078127;4;0;0.032079646017699075;0
75;1.0246891492977903;0.9436443331246086;5;2;0.07140151515151524;1
76;1.0281348005003355;0.9520874499211431;4;2;0.056359195942137896;0
77;1.03987898789879;0.9629629629629631;4;4;0.02975039145251907;1
78;1.0438486502433988;0.9684319221124061;4;4;0.018694120834462247;1
79;1.029820337099463;0.9727727356917949;2;4;0.002304147465437788;0
80;1.0309469507333446;0.97383693979344;1;2;-0.03139588100686495;1
81;1.0260905672564535;0.9698954993194768;1;2;;1
82;1.021824029405008;0.9779921892947392;2;0;-0.0013777900248002203;0
83;1.0221026242553877;0.9590836955771753;3;3;0.045661235316407776;0
84;1.00754647524388;0.9843548683968342;1;0;0.0038631346578366604;0
85;1.0082516761217124;0.9850438370293967;1;0;0.0016599040944301625;0
86;1.0090322580645161;0.9850691244239631;0;0;0.0009286775631500214;1
87;1.0091438684462797;0.9851780842120786;1;2;0.012120082043632269;1
88;1.0145114836422717;0.9866331880954139;1;4;0.0016510731975784886;0
89;1.014024727809559;0.9861598080826721;3;6;0.003321033210332098;0
90;1.0146852630802152;0.9859050992546674;3;6;-0.00788556757748028;1
91;1.012779435053217;0.9871837366036902;3;7;-0.00018563207722290721;1
92;1.0120340043425458;0.9862731387774629;3;5;0.005036373810856242;1
93;1.0098691760385587;0.9841634151939408;3;3;;1
94;1.0162132200101621;0.9759342232897593;1;1;0.026777295870262147;0
95;1.0213913690476188;0.9722842261904762;1;5;0.02457786116322706;1
96;1.021337548157661;0.9872567420725081;4;0;-0.01986368062317427;0
97;1.0213846880907373;0.983971329552615;3;0;-0.013307430791646474;0
98;1.0250614250614252;0.9822113022113022;2;0;-0.03085824493731919;0
99;1.0186541654458443;0.9834944818829964;1;1;-0.016744548286604405;1
100;1.016916196772312;0.9930974139607234;1;1;-0.014245836942920571;0
101;1.0139195843511302;0.9843550075607769;0;3;0.006193472276838335;0
102;1.0138945410150575;0.9839544212545783;1;3;-0.019328293943163162;1
103;1.0140981073773658;0.9805909617612979;6;3;0.006796116504854369;0
104;1.0186330601515388;0.981424926550178;6;2;-0.007204610951008645;0
105;1.0183328905098912;0.9811357213593875;6;2;;0
106;1.0180378142129285;0.9861637650013283;6;1;-0.003110419906687447;0
107;1.0179394934447208;0.9780524905232152;6;1;0.014695863746958549;1
108;1.0339536616908882;0.9732360097323601;1;0;-0.02718776550552254;0
109;1.0349564951915737;0.968227315349892;0;0;-0.047127659574468156;0
110;1.0250318567633527;0.9619662642275544;2;0;0.004459308807134799;1
111;1.0262509189984;0.9519742247978205;2;0;0.035657686212361234;1
112;1.0327719023371198;0.9580232406319363;2;0;0.04460093896713625;0
113;1.043214489822834;0.96771002769596;2;1;0.030263157894736742;0
114;1.0434427315694157;0.9723265161888776;2;1;0.013694198835454068;0
115;1.033221781432149;0.9757097582057135;0;3;-0.01224354731965585;0
116;1.0295936395759717;0.9747128975265017;0;3;-0.00483146067415738;1
117;1.0239683716333086;0.9721329928891085;0;3;;1
118;1.025065963060686;0.9725153913808268;0;2;0.0332020258863253;0
119;1.0309449866903284;0.9638420585625556;0;2;0.053207246211689666;0
120;1.0191645592760734;0.9586849882697054;2;3;0.05730158730158734;1
121;1.0240574174470183;0.9692274519467717;6;3;0.02403327684486215;0
122;1.0281964777616144;0.966603732706057;9;4;0.04623999999999996;0
123;1.0390991554582423;0.9557397560212701;9;4;0.05016129032258068;1
124;1.048842863006346;0.9647017964828086;10;4;0.037066752246469686;1
125;1.0547036225672286;0.9700923897514049;8;2;0.004141446320484267;1
126;1.054670137786526;0.9700615912121404;4;2;0.037889688249400554;1
127;1.011165856155618;0.9775723061172256;1;1;0.0008071025020177562;0
128;1.01278600269179;0.9789784015894379;1;1;0.0008052826542116283;1
129;1.011683738796415;0.9779129321382843;0;0;;1
130;1.0144985742399293;0.9815655247198682;2;0;0.011226944667201283;0
131;1.0147378593863252;0.9704437464766046;2;0;0.024926205313217525;0
132;1.0215124719545994;0.9792793981786987;2;1;-0.006055818852027412;0
133;1.0222410058640181;0.9799778118231284;2;1;-0.009017250392054484;0
134;1.0393139841688654;0.978891820580475;5;1;-0.04587622315414922;0
135;1.061792182036428;0.9805072804133396;6;3;-0.057283950617283926;0
136;1.0616094204952458;0.9682032518230307;6;5;-0.06305418719211828;0
137;1.0474132452014744;0.9562730392779966;6;6;-0.07693251533742337;1
138;1.0298970102989702;0.9529047095290472;6;7;-0.06499080318822809;1
139;1.016781836130306;0.976431391905232;2;8;-0.008626078259782444;0
140;1.0144784792672117;0.9710184182015168;0;6;0.024725621294310468;0
141;1.0085875219304996;0.9710363507648743;0;3;;0
142;1.0150548293166473;0.9602874666997089;0;2;0.04436511983681804;0
143;1.0214554579673778;0.9599749058971142;0;7;0.04358415587745161;0
144;1.0415459954715391;0.9705913327365593;45;5;-0.05617408906882591;0
145;1.0307988952003753;0.9605763718797226;43;5;-0.030350397290608472;0
146;1.0258271963489265;0.9683902084845969;41;7;-0.022715404699738973;0
147;1.0204818655522883;0.973404529742558;36;9;0.019710906701708296;0
148;1.0237565343408728;0.9757517726825735;37;8;0.03858904654555093;0
149;1.0280764012107295;0.9680617889573114;33;10;0.03764364020604947;0
150;1.0282607553711194;0.9744182381677786;39;9;-0.003916449086161811;0
151;1.0280447455490782;0.9382385378919175;43;8;0.06762949590334655;1
152;1.0296619179247288;0.9496597916223687;45;7;0.05469613259668496;1
153;1.0334800586901427;0.9531812725090036;38;6;;1
154;1.0435016835016833;0.9624242424242422;39;8;0.0498274672187716;1
155;1.0415217835958273;0.9744323992636531;34;8;0.04173486088379677;0
156;1.0550670097154486;0.9431281440804883;9;4;0.06781966575981349;0
157;1.065296110267492;0.956274578514971;9;3;0.053039101819589665;1
158;1.0242836901763224;0.9567852644836271;11;3;0.04328297264189475;1
159;1.0340511760966307;0.9500158931977114;13;2;0.017731958762886586;1
160;1.037803565019739;0.9534633329345615;15;4;0.05548602419691289;1
161;1.0504964882538141;0.9600791152014206;14;7;0.04729867482161061;0
162;1.0514208940640013;0.9683657682599138;14;12;0.027656187823318756;0
163;1.045769026077701;0.9737176075653989;12;13;-0.04509803921568622;0
164;1.0515864975483242;0.9638529805081655;10;12;-0.04400157853196521;1
165;1.046793061718435;0.9594594594594595;6;10;;1
166;1.0295576274548701;0.9494147986510614;9;6;0.01504534212695789;1
167;1.0337101030722502;0.9532440372454315;12;2;0.027789129546383316;0
168;1.007926411586261;0.9844407476269694;0;0;-0.002678027997565415;0
169;1.0135201212654636;0.9838149723729891;0;0;-0.014540167211922972;1
170;1.0152686650893923;0.9814873533500817;0;0;-0.003048780487804878;1
171;1.0146499609984398;0.9713826053042122;0;1;0.01732519007852425;1
172;1.0174773893913467;0.9740894646785626;0;1;0.01520395550061792;1
173;1.0206208316987053;0.9508630835621812;0;3;0.049010848755583966;0
174;1.0301942828857815;0.9597822051726271;0;3;0.0442837203400583;0
175;1.0298339782798651;0.9681687679440769;0;3;0.0415343579321732;0
176;1.0273955372191896;0.9755729415612187;0;2;0.017060533299633623;1
177;1.0212282749266632;0.9785824685361008;0;2;;1
178;1.0185003014628884;0.99197156728969;1;0;-0.019141749030401615;0
179;1.0148611901599949;0.9884272434073232;2;0;-0.013643760170234115;1
180;1.0281358543213825;0.9532909939106803;1;1;-0.012436529545956273;0
181;1.027613154378014;0.9434373365870663;4;1;0.048454083987078775;0
182;1.0380930020983434;0.8851927394385831;5;1;0.12975650020635573;0
183;1.0621256024141608;0.8978035341630759;4;1;0.17892976588628767;0
184;1.0929262544191527;0.9272467902995719;4;1;0.16416666666666657;0
185;1.1018779192526713;0.9487171284151257;4;0;0.1320040383644625;1
186;1.059958050666929;0.9718808376757448;1;2;0.07835292156372431;1
187;1.0272398807838958;0.9875289298856125;0;2;0.012420806935645292;1
188;1.0292792792792793;0.9894894894894896;0;2;0.004021110831867217;1
189;1.0292148889583985;0.9894275883640914;0;2;;1
190;1.0290861324826421;0.9925564521173453;0;2;-0.009027662746397129;0
191;1.018296739853626;0.9897704590818364;0;0;-0.0014182030533077643;1
192;1.0385917694044104;0.9726080916825838;1;4;-0.022540551927533185;0
193;1.0354229329409474;0.9696405773267264;1;3;-0.045174319727891155;0
194;1.0273546449259816;0.9634198669813346;2;3;-0.04721842465033136;1
195;1.0199221822975357;0.9844151978398145;2;3;-0.021960701901859864;1
196;1.0188379722721983;0.991639326912901;1;2;-0.013067112690779845;0
197;1.0162352742473504;0.9891061098678378;1;0;-0.004543533389687308;0
198;1.0169008133516424;0.983732967149044;1;0;-0.007827374656230263;1
199;1.0169222968690583;0.9654793594456418;1;0;0.015093127809890779;1
200;1.0197877163619413;0.968199826274867;2;0;-0.00021003990758239888;0
201;1.0187627716886494;0.9702502587510946;2;0;;0
202;1.028841808660517;0.9718493314548499;4;1;-0.020037570444583465;0
203;1.026222988200981;0.9693755800079543;4;2;-0.020572263993316613;1
204;1.0190650300339514;0.9668320710368242;2;2;-0.006464959917248513;1
205;1.0225669957686883;0.966933082588936;2;2;-0.02052334530528476;0
206;1.0229107003384534;0.9638115074199427;2;2;-0.0026219192448872575;1
207;1.0227509371095378;0.9761557684298209;2;2;0.021767985134058934;1
208;1.0268673880089907;0.9790392556583556;4;3;-0.00673924313115604;0
209;1.0262772959983282;0.9784766482081287;3;2;-0.017651573292402148;1
210;1.0378386795390844;0.9721789681303852;2;2;-0.023162134944612285;0
211;1.0350433526011562;0.9666597853014038;3;2;-0.04801200300075019;0
212;1.031523016400143;0.9569304654370817;3;2;-0.05747126436781609;1
213;1.0222137839377254;0.9632301753053604;1;1;;1
214;1.0240782543265614;0.9826937547027841;2;0;-0.01245640259093174;0
215;1.0218996370917282;0.9685896633712927;8;1;0.015784114052953158;0
216;1.0233513917429475;0.9816925088735285;4;1;-0.0036859565057132363;0
217;1.0166199813258634;0.9813258636788046;5;2;-0.015893550175568382;1
218;1.0238538948937754;0.9793142005218037;6;3;-0.03264040846097744;1
219;1.0288301607835888;0.9883570504527814;5;3;-0.023722627737226297;1
220;1.0265558334559364;0.984073856112991;4;3;-0.03133441383036192;0
221;1.0200277757473868;0.9778159491265258;4;2;-0.013119533527696766;0
222;1.0164615048437615;0.97457935756428;3;2;-0.01609363569860995;0
223;1.0131406998693189;0.9770219253666326;0;2;0.018416206261510144;1
224;1.017017089968298;0.9807601209780271;2;2;-0.0034532897128317207;0
225;1.0120218579234972;0.9805100182149362;2;2;;0
226;1.0154183012498859;0.9822096524039777;2;2;-0.0032549728752260827;0
227;1.0137073637233025;0.980554670066943;2;1;-0.004368401892974077;1
228;1.0088925044883303;0.9900976211849192;7;0;0.0002792126204105854;0
229;1.0101576968404513;0.9903754419439925;6;0;0.008053122350946499;0
230;1.011150745723675;0.9913490436199198;5;0;0.0014074595355384734;1
231;1.0115769360458582;0.9857255254580195;3;1;0.008808069328029614;1
232;1.0124019235636548;0.9865294299614725;2;1;0.01335606706450693;1
233;1.0153143243929266;0.9858420058098541;0;1;0.02345873265627236;0
234;1.0052917539192936;0.9876054106061463;0;1;0.005380911922967933;0
235;1.0064309592611478;0.9887245736302339;0;1;0.006663830993903288;1
236;1.0129041406693136;0.989790130459444;0;0;-0.002538787023977529;1
237;1.0136228182205196;0.9904924081169292;0;0;;1
238;1.0114698385726424;0.9883885584820163;1;1;-0.002551743691522637;1
239;1.0133843212237095;0.9864740457474686;3;1;0.007132667617689016;0
240;1.00754647524388;0.9843548683968342;1;0;0.0038631346578366604;0
241;1.0082516761217124;0.9850438370293967;1;0;0.0016599040944301625;0
242;1.0090322580645161;0.9850691244239631;0;0;0.0009286775631500214;1
243;1.0091438684462797;0.9851780842120786;1;2;0.012120082043632269;1
244;1.0145114836422717;0.9866331880954139;1;4;0.0016510731975784886;0
245;1.014024727809559;0.9861598080826721;3;6;0.003321033210332098;0
246;1.0146852630802152;0.9859050992546674;3;6;-0.00788556757748028;1
247;1.012779435053217;0.9871837366036902;3;7;-0.00018563207722290721;1
248;1.0120340043425458;0.9862731387774629;3;5;0.005036373810856242;1
249;1.0098691760385587;0.9841634151939408;3;3;;1
250;1.0162132200101621;0.9759342232897593;1;1;0.026777295870262147;0
251;1.0213913690476188;0.9722842261904762;1;5;0.02457786116322706;1
252;1.0201381490772878;0.9845699164919757;2;3;-0.015128335883052827;0
253;1.0153925089789635;0.9799897383273473;2;1;-0.027494908350305575;1
254;1.0112416964741953;0.9785385794583545;1;1;-0.002564979480164159;1
255;1.009968698965705;0.9900653238976593;0;1;-0.006633781255315491;0
256;1.01235450275679;0.9904022871145599;0;1;-0.0077336919973098675;0
257;1.0224948875255624;0.9918200408997956;0;2;0.005084745762711864;0
258;1.033492822966507;0.9941900205058098;1;4;-0.024512256128064108;0
259;1.044936170212766;0.9902978723404254;4;5;-0.027984765689683687;1
260;1.0373436971949983;0.9831023994592768;4;5;-0.018353258124263305;1
261;1.0335016835016835;0.9794612794612794;4;4;;1
262;1.0304657994125053;0.9765841376416281;6;3;-0.01680672268907563;0
263;1.0266315481416446;0.9766294577532505;5;1;0.01480095270500178;1
264;1.007359935913483;0.9865818855454864;0;0;0.002003506135737569;1
265;1.008672983406026;0.9878678498019753;0;0;-0.00577164366373905;0
266;1.0100401606425702;0.9796686746987953;0;0;0.0010025062656641034;1
267;1.0112642059740522;0.9813436588554764;0;0;0.0032516258129064815;0
268;1.0126932957235684;0.9829748652596585;0;0;0.0037593984962406013;0
269;1.0392067817135937;0.9847108689070542;0;0;-0.004507888805409495;1
270;1.0382114230982507;0.9837677068105056;1;3;-0.030549396403054884;1
271;1.0310904175428057;0.9837789125863624;1;3;-0.024149827501232162;1
272;1.0265164731097045;0.9843991427004934;2;3;-0.01753519387503079;1
273;1.0243083618277897;0.9822816288467516;2;3;;0
274;1.0105653382761817;0.9762125424776027;2;3;-0.010896483407627623;1
275;1.0091312931885488;0.9748272458045409;1;0;0.02080721985460018;0
276;1.0227731567471534;0.9541306630057337;1;0;-0.021956087824351298;1
277;1.0193158953722334;0.9509054325955735;1;0;-0.01797842588893328;1
278;1.0137030210754066;0.989662633223816;1;0;-0.014711729622266401;1
279;1.012794882047181;0.9868052778888444;0;0;0.010522055847834885;0
280;1.0149050404679862;0.9872585944386568;0;0;-0.00398406374501992;0
281;1.0155560901290996;0.9878919092294123;0;0;-0.007171314741035857;0
282;1.0208816705336425;0.9856788543083446;0;0;-0.011023622047244094;1
283;1.019250738876907;0.9841041616742551;0;0;-0.005559968228752979;0
284;1.0173815978312868;0.982299473768139;0;0;-0.0116;0
285;1.013603415748188;0.9830205540661304;0;0;;1
286;1.0118953211736716;0.9813639968279143;0;0;0.01694915254237288;0
287;1.0119426751592357;0.964968152866242;0;0;0.02926829268292683;0
288;1.0291960441016421;0.9960724932569915;0;2;-0.003997178462261973;0
289;1.0472813238770686;0.9893617021276597;0;2;-0.006818716200329159;1
290;1.045501746436326;0.986972529028604;0;2;0.006658739595719409;1
291;1.0525565481847556;0.9705854400304125;1;2;0.021739130434782573;1
292;1.058542413381123;0.97610513739546;1;1;0.02333495381623726;1
293;1.0634211916078544;0.98060396562485;2;0;0.023093577098869396;1
294;1.0317958120235455;0.9854771784232366;2;0;0.01163619092852059;0
295;1.0194151253994383;0.9889125593105452;2;0;-0.015876834255472785;0
296;1.0268352719725855;0.9901539649596988;1;0;-0.03384253819036422;1
297;1.0248073217726397;0.9881984585741812;1;0;;1
298;1.0231667165519305;0.9937144567494761;2;0;-0.025821596244131488;0
299;1.0184633710541988;0.9891602144133413;2;0;-0.009226401703335711;0
300;1.0464003826835684;0.975843099736905;0;2;-0.06628571428571428;0
301;1.0342789598108748;0.9645390070921985;0;1;-0.04707233065442021;0
302;1.027204502814259;0.9638836772983115;0;0;-0.06164383561643835;0
303;1.0199120166705256;0.9817087288724242;1;0;-0.03416856492027335;0
304;1.0236945019553716;0.9891879457096848;1;0;-0.0281214848143982;0
305;1.0199404079761631;0.9798303919321567;1;0;-0.0170261066969353;0
306;1.0621288259479214;0.9764732754682504;1;0;-0.030303030303030304;0
307;1.0546609208437288;0.9696076207756862;1;0;-0.016816143497757848;1
308;1.050372712898125;0.9656652360515021;0;0;-0.012401352874859075;0
309;1.0475922275415377;0.963108983384962;0;0;;0
310;1.0434782608695652;0.9873772791023843;0;0;-0.007882882882882882;0
311;1.007531380753138;0.9874476987447699;0;0;0.0056179775280898875;0
312;1.0375670840787121;0.9606440071556351;4;3;-0.03846153846153851;0
313;1.0272759475735034;0.9511158342189161;3;2;-0.04529616724738678;1
314;1.0157618213660244;0.9404553415061296;2;1;-0.03658536585365856;1
315;1.0100659493231519;0.9319680666435267;2;1;-0.022336769759450245;0
316;1.0065721203735731;0.9287443791075751;2;1;-0.005190311418685072;0
317;1.0089841050449206;0.9727021423635107;0;1;-0.0034482758620690145;0
318;1.0238259668508287;0.9720303867403314;0;1;-0.0034364261168385365;0
319;1.0227664711969644;0.9882718178682304;0;1;-0.0017241379310345072;0
320;1.0245335176226675;0.9865238424326194;0;1;0.008710801393728223;0
321;1.024622030237581;0.9866090712742981;0;0;;0
322;1.0237375917134226;0.982304704359085;0;0;0.005199306759098737;1
323;1.0242214532871974;0.9723183391003462;0;0;0.024604569420035124;0
324;1.037206037206037;0.9806072306072304;0;0;-0.013913043478260882;0
325;1.034392228931478;0.9770718473790146;0;0;0.008482142857142716;0
326;1.0362058385202069;0.9555536074340317;0;0;0.03171726325328513;0
327;1.0322922181048173;0.9533262749250044;0;0;0.06758620689655184;0
328;1.0306195322263882;0.956525620424924;0;0;0.047047970479704736;0
329;1.0425320570706162;0.961712118475709;0;0;0.07580720636406173;1
330;1.02883295194508;0.9748283752860412;0;0;0.03561517113783532;0
331;1.0205397439439994;0.9698811826471402;0;0;0.03571428571428575;1
332;1.029070307420823;0.9738088604067986;0;0;0.040874524714828823;1
333;1.0246006762271191;0.9779643231899265;0;0;;1
334;1.028437682855471;0.9741369221767116;0;1;0.02969348659003823;1
335;1.0287871637564892;0.964134025483719;0;1;0.014485981308411071;0
336;1.0280517879161528;0.9777024249897247;4;2;-0.007019303083479575;0
337;1.0311024430301785;0.9766988298090741;4;2;-0.02767342849987479;1
338;1.03304307857307;0.9718852940425423;2;2;-0.055583126550868535;1
339;1.0213587820949783;0.9727587164533315;1;4;-0.022799240025332453;1
340;1.0174900738804846;0.9875860682514953;0;5;-0.021634318209914787;1
341;1.0137960389594134;0.9748616640376576;0;4;-0.0020055151667084502;0
342;1.0168431063393146;0.9744225041920064;0;4;-0.011428571428571493;0
343;1.0145325609268876;0.9722083499800239;0;4;0.0066192081928313756;0
344;1.0160548164449335;0.973667100130039;0;2;-0.004536290322580593;0
345;1.012964348042882;0.9707055597107953;0;0;;1
346;1.0183595463374897;0.9825177016103765;1;0;-0.0020010005002501267;0
347;1.0139345545639582;0.9819946766870206;1;0;0.010673028628829618;1
348;1.0534560785982283;0.9608169264688816;3;5;-0.06653188752067643;0
349;1.0477408029308501;0.9479468783391848;3;6;-0.06345083487940628;0
350;1.0343983121091103;0.9358752166377818;2;6;-0.057552616874650735;0
351;1.0226087604290823;0.9818235995232422;2;2;0.00528501321253316;0
352;1.0228754517342873;0.985432733504713;4;2;-0.009092596028947814;0
353;1.0211254509614311;0.9837467921300257;6;1;-0.003669724770642202;0
354;1.0238033346949384;0.9822124846819413;8;0;-0.012467913458012386;0
355;1.0225502559157331;0.9719234478154439;10;1;0.015326395458845832;0
356;1.0258222949843725;0.9750334871260603;9;1;0.003206337231233368;1
357;1.023147933385907;0.972491534072459;7;1;;1
358;1.0299322904506187;0.96268970347887;7;1;0.05841392649903297;0
359;1.026909228728444;0.960583664961152;6;1;0.0540750826687414;0
